start,end,load
2015-01-04 22:30:00+00:00,2015-01-04 22:45:00+00:00,45762
2015-01-04 22:45:00+00:00,2015-01-04 23:00:00+00:00,44782
2015-01-04 23:00:00+00:00,2015-01-04 23:15:00+00:00,43607
2015-01-04 23:15:00+00:00,2015-01-04 23:30:00+00:00,42930
2015-01-04 23:30:00+00:00,2015-01-04 23:45:00+00:00,42303
2015-01-04 23:45:00+00:00,2015-01-05 00:00:00+00:00,41794
2015-01-05 00:00:00+00:00,2015-01-05 00:15:00+00:00,41335
2015-01-05 00:15:00+00:00,2015-01-05 00:30:00+00:00,40713
2015-01-05 00:30:00+00:00,2015-01-05 00:45:00+00:00,40523
2015-01-05 00:45:00+00:00,2015-01-05 01:00:00+00:00,40223
2015-01-05 01:00:00+00:00,2015-01-05 01:15:00+00:00,39828
2015-01-05 01:15:00+00:00,2015-01-05 01:30:00+00:00,39462
2015-01-05 01:30:00+00:00,2015-01-05 01:45:00+00:00,39266
2015-01-05 01:45:00+00:00,2015-01-05 02:00:00+00:00,39231
2015-01-05 02:00:00+00:00,2015-01-05 02:15:00+00:00,39491
2015-01-05 02:15:00+00:00,2015-01-05 02:30:00+00:00,39408
2015-01-05 02:30:00+00:00,2015-01-05 02:45:00+00:00,39552
2015-01-05 02:45:00+00:00,2015-01-05 03:00:00+00:00,39601
2015-01-05 03:00:00+00:00,2015-01-05 03:15:00+00:00,39780
2015-01-05 03:15:00+00:00,2015-01-05 03:30:00+00:00,40227
2015-01-05 03:30:00+00:00,2015-01-05 03:45:00+00:00,40656
2015-01-05 03:45:00+00:00,2015-01-05 04:00:00+00:00,41097
2015-01-05 04:00:00+00:00,2015-01-05 04:15:00+00:00,42550
2015-01-05 04:15:00+00:00,2015-01-05 04:30:00+00:00,43243
2015-01-05 04:30:00+00:00,2015-01-05 04:45:00+00:00,44371
2015-01-05 04:45:00+00:00,2015-01-05 05:00:00+00:00,45562
2015-01-05 05:00:00+00:00,2015-01-05 05:15:00+00:00,47436
2015-01-05 05:15:00+00:00,2015-01-05 05:30:00+00:00,49116
2015-01-05 05:30:00+00:00,2015-01-05 05:45:00+00:00,50931
2015-01-05 05:45:00+00:00,2015-01-05 06:00:00+00:00,52814
2015-01-05 06:00:00+00:00,2015-01-05 06:15:00+00:00,54452
2015-01-05 06:15:00+00:00,2015-01-05 06:30:00+00:00,55640
2015-01-05 06:30:00+00:00,2015-01-05 06:45:00+00:00,56861
2015-01-05 06:45:00+00:00,2015-01-05 07:00:00+00:00,58022
2015-01-05 07:00:00+00:00,2015-01-05 07:15:00+00:00,59284
2015-01-05 07:15:00+00:00,2015-01-05 07:30:00+00:00,59579
2015-01-05 07:30:00+00:00,2015-01-05 07:45:00+00:00,60171
2015-01-05 07:45:00+00:00,2015-01-05 08:00:00+00:00,60406
2015-01-05 08:00:00+00:00,2015-01-05 08:15:00+00:00,60909
2015-01-05 08:15:00+00:00,2015-01-05 08:30:00+00:00,61103
2015-01-05 08:30:00+00:00,2015-01-05 08:45:00+00:00,61328
2015-01-05 08:45:00+00:00,2015-01-05 09:00:00+00:00,61377
2015-01-05 09:00:00+00:00,2015-01-05 09:15:00+00:00,61792
2015-01-05 09:15:00+00:00,2015-01-05 09:30:00+00:00,61939
2015-01-05 09:30:00+00:00,2015-01-05 09:45:00+00:00,62250
2015-01-05 09:45:00+00:00,2015-01-05 10:00:00+00:00,62436
2015-01-05 10:00:00+00:00,2015-01-05 10:15:00+00:00,62823
2015-01-05 10:15:00+00:00,2015-01-05 10:30:00+00:00,63246
2015-01-05 10:30:00+00:00,2015-01-05 10:45:00+00:00,63084
2015-01-05 10:45:00+00:00,2015-01-05 11:00:00+00:00,62918
2015-01-05 11:00:00+00:00,2015-01-05 11:15:00+00:00,62749
2015-01-05 11:15:00+00:00,2015-01-05 11:30:00+00:00,63010
2015-01-05 11:30:00+00:00,2015-01-05 11:45:00+00:00,63092
2015-01-05 11:45:00+00:00,2015-01-05 12:00:00+00:00,62958
2015-01-05 12:00:00+00:00,2015-01-05 12:15:00+00:00,62784
2015-01-05 12:15:00+00:00,2015-01-05 12:30:00+00:00,62170
2015-01-05 12:30:00+00:00,2015-01-05 12:45:00+00:00,61977
2015-01-05 12:45:00+00:00,2015-01-05 13:00:00+00:00,61500
2015-01-05 13:00:00+00:00,2015-01-05 13:15:00+00:00,61385
2015-01-05 13:15:00+00:00,2015-01-05 13:30:00+00:00,61335
2015-01-05 13:30:00+00:00,2015-01-05 13:45:00+00:00,60983
2015-01-05 13:45:00+00:00,2015-01-05 14:00:00+00:00,61026
2015-01-05 14:00:00+00:00,2015-01-05 14:15:00+00:00,60924
2015-01-05 14:15:00+00:00,2015-01-05 14:30:00+00:00,60654
2015-01-05 14:30:00+00:00,2015-01-05 14:45:00+00:00,60278
2015-01-05 14:45:00+00:00,2015-01-05 15:00:00+00:00,59943
2015-01-05 15:00:00+00:00,2015-01-05 15:15:00+00:00,60315
2015-01-05 15:15:00+00:00,2015-01-05 15:30:00+00:00,60845
2015-01-05 15:30:00+00:00,2015-01-05 15:45:00+00:00,61578
2015-01-05 15:45:00+00:00,2015-01-05 16:00:00+00:00,62628
2015-01-05 16:00:00+00:00,2015-01-05 16:15:00+00:00,64052
2015-01-05 16:15:00+00:00,2015-01-05 16:30:00+00:00,65127
2015-01-05 16:30:00+00:00,2015-01-05 16:45:00+00:00,65524
2015-01-05 16:45:00+00:00,2015-01-05 17:00:00+00:00,65817
2015-01-05 17:00:00+00:00,2015-01-05 17:15:00+00:00,65385
2015-01-05 17:15:00+00:00,2015-01-05 17:30:00+00:00,65067
2015-01-05 17:30:00+00:00,2015-01-05 17:45:00+00:00,64614
2015-01-05 17:45:00+00:00,2015-01-05 18:00:00+00:00,64480
2015-01-05 18:00:00+00:00,2015-01-05 18:15:00+00:00,64094
2015-01-05 18:15:00+00:00,2015-01-05 18:30:00+00:00,63600
2015-01-05 18:30:00+00:00,2015-01-05 18:45:00+00:00,63031
2015-01-05 18:45:00+00:00,2015-01-05 19:00:00+00:00,62243
2015-01-05 19:00:00+00:00,2015-01-05 19:15:00+00:00,60841
2015-01-05 19:15:00+00:00,2015-01-05 19:30:00+00:00,59617
2015-01-05 19:30:00+00:00,2015-01-05 19:45:00+00:00,58547
2015-01-05 19:45:00+00:00,2015-01-05 20:00:00+00:00,57643
2015-01-05 20:00:00+00:00,2015-01-05 20:15:00+00:00,57200
2015-01-05 20:15:00+00:00,2015-01-05 20:30:00+00:00,56700
2015-01-05 20:30:00+00:00,2015-01-05 20:45:00+00:00,55975
2015-01-05 20:45:00+00:00,2015-01-05 21:00:00+00:00,55509
2015-01-05 21:00:00+00:00,2015-01-05 21:15:00+00:00,55990
2015-01-05 21:15:00+00:00,2015-01-05 21:30:00+00:00,55421
2015-01-05 21:30:00+00:00,2015-01-05 21:45:00+00:00,54382
2015-01-05 21:45:00+00:00,2015-01-05 22:00:00+00:00,53126
2015-01-05 22:00:00+00:00,2015-01-05 22:15:00+00:00,51979
2015-01-05 22:15:00+00:00,2015-01-05 22:30:00+00:00,50842
2015-01-05 22:30:00+00:00,2015-01-05 22:45:00+00:00,49936
2015-01-05 22:45:00+00:00,2015-01-05 23:00:00+00:00,49501
2015-01-05 23:00:00+00:00,2015-01-05 23:15:00+00:00,48518
2015-01-05 23:15:00+00:00,2015-01-05 23:30:00+00:00,47656
2015-01-05 23:30:00+00:00,2015-01-05 23:45:00+00:00,46830
2015-01-05 23:45:00+00:00,2015-01-06 00:00:00+00:00,46266
2015-01-06 00:00:00+00:00,2015-01-06 00:15:00+00:00,45717
2015-01-06 00:15:00+00:00,2015-01-06 00:30:00+00:00,45085
2015-01-06 00:30:00+00:00,2015-01-06 00:45:00+00:00,44718
2015-01-06 00:45:00+00:00,2015-01-06 01:00:00+00:00,44524
2015-01-06 01:00:00+00:00,2015-01-06 01:15:00+00:00,44306
2015-01-06 01:15:00+00:00,2015-01-06 01:30:00+00:00,44010
2015-01-06 01:30:00+00:00,2015-01-06 01:45:00+00:00,43851
2015-01-06 01:45:00+00:00,2015-01-06 02:00:00+00:00,43892
2015-01-06 02:00:00+00:00,2015-01-06 02:15:00+00:00,44046
2015-01-06 02:15:00+00:00,2015-01-06 02:30:00+00:00,43944
2015-01-06 02:30:00+00:00,2015-01-06 02:45:00+00:00,44067
2015-01-06 02:45:00+00:00,2015-01-06 03:00:00+00:00,44139
2015-01-06 03:00:00+00:00,2015-01-06 03:15:00+00:00,44614
2015-01-06 03:15:00+00:00,2015-01-06 03:30:00+00:00,44456
2015-01-06 03:30:00+00:00,2015-01-06 03:45:00+00:00,44706
2015-01-06 03:45:00+00:00,2015-01-06 04:00:00+00:00,45143
2015-01-06 04:00:00+00:00,2015-01-06 04:15:00+00:00,45688
2015-01-06 04:15:00+00:00,2015-01-06 04:30:00+00:00,46123
2015-01-06 04:30:00+00:00,2015-01-06 04:45:00+00:00,46556
2015-01-06 04:45:00+00:00,2015-01-06 05:00:00+00:00,47297
2015-01-06 05:00:00+00:00,2015-01-06 05:15:00+00:00,48368
2015-01-06 05:15:00+00:00,2015-01-06 05:30:00+00:00,49953
2015-01-06 05:30:00+00:00,2015-01-06 05:45:00+00:00,51543
2015-01-06 05:45:00+00:00,2015-01-06 06:00:00+00:00,52525
2015-01-06 06:00:00+00:00,2015-01-06 06:15:00+00:00,54267
2015-01-06 06:15:00+00:00,2015-01-06 06:30:00+00:00,55148
2015-01-06 06:30:00+00:00,2015-01-06 06:45:00+00:00,56222
2015-01-06 06:45:00+00:00,2015-01-06 07:00:00+00:00,57152
2015-01-06 07:00:00+00:00,2015-01-06 07:15:00+00:00,57636
2015-01-06 07:15:00+00:00,2015-01-06 07:30:00+00:00,57775
2015-01-06 07:30:00+00:00,2015-01-06 07:45:00+00:00,58096
2015-01-06 07:45:00+00:00,2015-01-06 08:00:00+00:00,58309
2015-01-06 08:00:00+00:00,2015-01-06 08:15:00+00:00,58543
2015-01-06 08:15:00+00:00,2015-01-06 08:30:00+00:00,59036
2015-01-06 08:30:00+00:00,2015-01-06 08:45:00+00:00,59533
2015-01-06 08:45:00+00:00,2015-01-06 09:00:00+00:00,60067
2015-01-06 09:00:00+00:00,2015-01-06 09:15:00+00:00,60243
2015-01-06 09:15:00+00:00,2015-01-06 09:30:00+00:00,60558
2015-01-06 09:30:00+00:00,2015-01-06 09:45:00+00:00,60863
2015-01-06 09:45:00+00:00,2015-01-06 10:00:00+00:00,61230
2015-01-06 10:00:00+00:00,2015-01-06 10:15:00+00:00,61399
2015-01-06 10:15:00+00:00,2015-01-06 10:30:00+00:00,61831
2015-01-06 10:30:00+00:00,2015-01-06 10:45:00+00:00,61922
2015-01-06 10:45:00+00:00,2015-01-06 11:00:00+00:00,61824
2015-01-06 11:00:00+00:00,2015-01-06 11:15:00+00:00,61869
2015-01-06 11:15:00+00:00,2015-01-06 11:30:00+00:00,61749
2015-01-06 11:30:00+00:00,2015-01-06 11:45:00+00:00,61558
2015-01-06 11:45:00+00:00,2015-01-06 12:00:00+00:00,61337
2015-01-06 12:00:00+00:00,2015-01-06 12:15:00+00:00,61224
2015-01-06 12:15:00+00:00,2015-01-06 12:30:00+00:00,60865
2015-01-06 12:30:00+00:00,2015-01-06 12:45:00+00:00,60577
2015-01-06 12:45:00+00:00,2015-01-06 13:00:00+00:00,60121
2015-01-06 13:00:00+00:00,2015-01-06 13:15:00+00:00,59565
2015-01-06 13:15:00+00:00,2015-01-06 13:30:00+00:00,59277
2015-01-06 13:30:00+00:00,2015-01-06 13:45:00+00:00,59124
2015-01-06 13:45:00+00:00,2015-01-06 14:00:00+00:00,59071
2015-01-06 14:00:00+00:00,2015-01-06 14:15:00+00:00,59015
2015-01-06 14:15:00+00:00,2015-01-06 14:30:00+00:00,58910
2015-01-06 14:30:00+00:00,2015-01-06 14:45:00+00:00,58684
2015-01-06 14:45:00+00:00,2015-01-06 15:00:00+00:00,58733
2015-01-06 15:00:00+00:00,2015-01-06 15:15:00+00:00,58991
2015-01-06 15:15:00+00:00,2015-01-06 15:30:00+00:00,59497
2015-01-06 15:30:00+00:00,2015-01-06 15:45:00+00:00,60410
2015-01-06 15:45:00+00:00,2015-01-06 16:00:00+00:00,61457
2015-01-06 16:00:00+00:00,2015-01-06 16:15:00+00:00,62757
2015-01-06 16:15:00+00:00,2015-01-06 16:30:00+00:00,63750
2015-01-06 16:30:00+00:00,2015-01-06 16:45:00+00:00,64464
2015-01-06 16:45:00+00:00,2015-01-06 17:00:00+00:00,64904
2015-01-06 17:00:00+00:00,2015-01-06 17:15:00+00:00,64619
2015-01-06 17:15:00+00:00,2015-01-06 17:30:00+00:00,64067
2015-01-06 17:30:00+00:00,2015-01-06 17:45:00+00:00,64064
2015-01-06 17:45:00+00:00,2015-01-06 18:00:00+00:00,64126
2015-01-06 18:00:00+00:00,2015-01-06 18:15:00+00:00,64175
2015-01-06 18:15:00+00:00,2015-01-06 18:30:00+00:00,63614
2015-01-06 18:30:00+00:00,2015-01-06 18:45:00+00:00,63094
2015-01-06 18:45:00+00:00,2015-01-06 19:00:00+00:00,62502
2015-01-06 19:00:00+00:00,2015-01-06 19:15:00+00:00,61190
2015-01-06 19:15:00+00:00,2015-01-06 19:30:00+00:00,60093
2015-01-06 19:30:00+00:00,2015-01-06 19:45:00+00:00,59247
2015-01-06 19:45:00+00:00,2015-01-06 20:00:00+00:00,58248
2015-01-06 20:00:00+00:00,2015-01-06 20:15:00+00:00,57916
2015-01-06 20:15:00+00:00,2015-01-06 20:30:00+00:00,57549
2015-01-06 20:30:00+00:00,2015-01-06 20:45:00+00:00,56938
2015-01-06 20:45:00+00:00,2015-01-06 21:00:00+00:00,56055
2015-01-06 21:00:00+00:00,2015-01-06 21:15:00+00:00,56360
2015-01-06 21:15:00+00:00,2015-01-06 21:30:00+00:00,55552
2015-01-06 21:30:00+00:00,2015-01-06 21:45:00+00:00,54457
2015-01-06 21:45:00+00:00,2015-01-06 22:00:00+00:00,53176
2015-01-06 22:00:00+00:00,2015-01-06 22:15:00+00:00,52235
2015-01-06 22:15:00+00:00,2015-01-06 22:30:00+00:00,51050
2015-01-06 22:30:00+00:00,2015-01-06 22:45:00+00:00,49948
2015-01-06 22:45:00+00:00,2015-01-06 23:00:00+00:00,49323
2015-01-06 23:00:00+00:00,2015-01-06 23:15:00+00:00,48391
2015-01-06 23:15:00+00:00,2015-01-06 23:30:00+00:00,47659
2015-01-06 23:30:00+00:00,2015-01-06 23:45:00+00:00,46786
2015-01-06 23:45:00+00:00,2015-01-07 00:00:00+00:00,46395
2015-01-07 00:00:00+00:00,2015-01-07 00:15:00+00:00,45805
2015-01-07 00:15:00+00:00,2015-01-07 00:30:00+00:00,45202
2015-01-07 00:30:00+00:00,2015-01-07 00:45:00+00:00,44910
2015-01-07 00:45:00+00:00,2015-01-07 01:00:00+00:00,44585
2015-01-07 01:00:00+00:00,2015-01-07 01:15:00+00:00,44496
2015-01-07 01:15:00+00:00,2015-01-07 01:30:00+00:00,44254
2015-01-07 01:30:00+00:00,2015-01-07 01:45:00+00:00,44129
2015-01-07 01:45:00+00:00,2015-01-07 02:00:00+00:00,43989
2015-01-07 02:00:00+00:00,2015-01-07 02:15:00+00:00,44319
2015-01-07 02:15:00+00:00,2015-01-07 02:30:00+00:00,44381
2015-01-07 02:30:00+00:00,2015-01-07 02:45:00+00:00,44397
2015-01-07 02:45:00+00:00,2015-01-07 03:00:00+00:00,44375
2015-01-07 03:00:00+00:00,2015-01-07 03:15:00+00:00,44850
2015-01-07 03:15:00+00:00,2015-01-07 03:30:00+00:00,45064
2015-01-07 03:30:00+00:00,2015-01-07 03:45:00+00:00,45384
2015-01-07 03:45:00+00:00,2015-01-07 04:00:00+00:00,45895
2015-01-07 04:00:00+00:00,2015-01-07 04:15:00+00:00,47285
2015-01-07 04:15:00+00:00,2015-01-07 04:30:00+00:00,47879
2015-01-07 04:30:00+00:00,2015-01-07 04:45:00+00:00,48846
2015-01-07 04:45:00+00:00,2015-01-07 05:00:00+00:00,50381
2015-01-07 05:00:00+00:00,2015-01-07 05:15:00+00:00,53104
2015-01-07 05:15:00+00:00,2015-01-07 05:30:00+00:00,55840
2015-01-07 05:30:00+00:00,2015-01-07 05:45:00+00:00,58022
2015-01-07 05:45:00+00:00,2015-01-07 06:00:00+00:00,59539
2015-01-07 06:00:00+00:00,2015-01-07 06:15:00+00:00,61378
2015-01-07 06:15:00+00:00,2015-01-07 06:30:00+00:00,62656
2015-01-07 06:30:00+00:00,2015-01-07 06:45:00+00:00,64003
2015-01-07 06:45:00+00:00,2015-01-07 07:00:00+00:00,65134
2015-01-07 07:00:00+00:00,2015-01-07 07:15:00+00:00,65842
2015-01-07 07:15:00+00:00,2015-01-07 07:30:00+00:00,66004
2015-01-07 07:30:00+00:00,2015-01-07 07:45:00+00:00,65944
2015-01-07 07:45:00+00:00,2015-01-07 08:00:00+00:00,66067
2015-01-07 08:00:00+00:00,2015-01-07 08:15:00+00:00,66030
2015-01-07 08:15:00+00:00,2015-01-07 08:30:00+00:00,66310
2015-01-07 08:30:00+00:00,2015-01-07 08:45:00+00:00,66512
2015-01-07 08:45:00+00:00,2015-01-07 09:00:00+00:00,66750
2015-01-07 09:00:00+00:00,2015-01-07 09:15:00+00:00,67416
2015-01-07 09:15:00+00:00,2015-01-07 09:30:00+00:00,67601
2015-01-07 09:30:00+00:00,2015-01-07 09:45:00+00:00,67916
2015-01-07 09:45:00+00:00,2015-01-07 10:00:00+00:00,68049
2015-01-07 10:00:00+00:00,2015-01-07 10:15:00+00:00,68216
2015-01-07 10:15:00+00:00,2015-01-07 10:30:00+00:00,68493
2015-01-07 10:30:00+00:00,2015-01-07 10:45:00+00:00,68712
2015-01-07 10:45:00+00:00,2015-01-07 11:00:00+00:00,68606
2015-01-07 11:00:00+00:00,2015-01-07 11:15:00+00:00,68133
2015-01-07 11:15:00+00:00,2015-01-07 11:30:00+00:00,68095
2015-01-07 11:30:00+00:00,2015-01-07 11:45:00+00:00,68102
2015-01-07 11:45:00+00:00,2015-01-07 12:00:00+00:00,68069
2015-01-07 12:00:00+00:00,2015-01-07 12:15:00+00:00,67707
2015-01-07 12:15:00+00:00,2015-01-07 12:30:00+00:00,67440
2015-01-07 12:30:00+00:00,2015-01-07 12:45:00+00:00,67215
2015-01-07 12:45:00+00:00,2015-01-07 13:00:00+00:00,66629
2015-01-07 13:00:00+00:00,2015-01-07 13:15:00+00:00,66310
2015-01-07 13:15:00+00:00,2015-01-07 13:30:00+00:00,66121
2015-01-07 13:30:00+00:00,2015-01-07 13:45:00+00:00,66037
2015-01-07 13:45:00+00:00,2015-01-07 14:00:00+00:00,65709
2015-01-07 14:00:00+00:00,2015-01-07 14:15:00+00:00,65971
2015-01-07 14:15:00+00:00,2015-01-07 14:30:00+00:00,65640
2015-01-07 14:30:00+00:00,2015-01-07 14:45:00+00:00,65338
2015-01-07 14:45:00+00:00,2015-01-07 15:00:00+00:00,65034
2015-01-07 15:00:00+00:00,2015-01-07 15:15:00+00:00,65138
2015-01-07 15:15:00+00:00,2015-01-07 15:30:00+00:00,65396
2015-01-07 15:30:00+00:00,2015-01-07 15:45:00+00:00,66526
2015-01-07 15:45:00+00:00,2015-01-07 16:00:00+00:00,67703
2015-01-07 16:00:00+00:00,2015-01-07 16:15:00+00:00,68829
2015-01-07 16:15:00+00:00,2015-01-07 16:30:00+00:00,69779
2015-01-07 16:30:00+00:00,2015-01-07 16:45:00+00:00,69949
2015-01-07 16:45:00+00:00,2015-01-07 17:00:00+00:00,70030
2015-01-07 17:00:00+00:00,2015-01-07 17:15:00+00:00,69755
2015-01-07 17:15:00+00:00,2015-01-07 17:30:00+00:00,69440
2015-01-07 17:30:00+00:00,2015-01-07 17:45:00+00:00,69304
2015-01-07 17:45:00+00:00,2015-01-07 18:00:00+00:00,69202
2015-01-07 18:00:00+00:00,2015-01-07 18:15:00+00:00,68557
2015-01-07 18:15:00+00:00,2015-01-07 18:30:00+00:00,67718
2015-01-07 18:30:00+00:00,2015-01-07 18:45:00+00:00,67158
2015-01-07 18:45:00+00:00,2015-01-07 19:00:00+00:00,66436
2015-01-07 19:00:00+00:00,2015-01-07 19:15:00+00:00,65169
2015-01-07 19:15:00+00:00,2015-01-07 19:30:00+00:00,64000
2015-01-07 19:30:00+00:00,2015-01-07 19:45:00+00:00,63016
2015-01-07 19:45:00+00:00,2015-01-07 20:00:00+00:00,62233
2015-01-07 20:00:00+00:00,2015-01-07 20:15:00+00:00,61586
2015-01-07 20:15:00+00:00,2015-01-07 20:30:00+00:00,60790
2015-01-07 20:30:00+00:00,2015-01-07 20:45:00+00:00,60167
2015-01-07 20:45:00+00:00,2015-01-07 21:00:00+00:00,59331
2015-01-07 21:00:00+00:00,2015-01-07 21:15:00+00:00,59844
2015-01-07 21:15:00+00:00,2015-01-07 21:30:00+00:00,59150
2015-01-07 21:30:00+00:00,2015-01-07 21:45:00+00:00,57747
2015-01-07 21:45:00+00:00,2015-01-07 22:00:00+00:00,56651
2015-01-07 22:00:00+00:00,2015-01-07 22:15:00+00:00,55762
2015-01-07 22:15:00+00:00,2015-01-07 22:30:00+00:00,54294
2015-01-07 22:30:00+00:00,2015-01-07 22:45:00+00:00,53445
2015-01-07 22:45:00+00:00,2015-01-07 23:00:00+00:00,52779
2015-01-07 23:00:00+00:00,2015-01-07 23:15:00+00:00,51666
2015-01-07 23:15:00+00:00,2015-01-07 23:30:00+00:00,50688
2015-01-07 23:30:00+00:00,2015-01-07 23:45:00+00:00,50124
2015-01-07 23:45:00+00:00,2015-01-08 00:00:00+00:00,49361
2015-01-08 00:00:00+00:00,2015-01-08 00:15:00+00:00,48805
2015-01-08 00:15:00+00:00,2015-01-08 00:30:00+00:00,48062
2015-01-08 00:30:00+00:00,2015-01-08 00:45:00+00:00,47910
2015-01-08 00:45:00+00:00,2015-01-08 01:00:00+00:00,47388
2015-01-08 01:00:00+00:00,2015-01-08 01:15:00+00:00,47258
2015-01-08 01:15:00+00:00,2015-01-08 01:30:00+00:00,47113
2015-01-08 01:30:00+00:00,2015-01-08 01:45:00+00:00,47180
2015-01-08 01:45:00+00:00,2015-01-08 02:00:00+00:00,46744
2015-01-08 02:00:00+00:00,2015-01-08 02:15:00+00:00,47212
2015-01-08 02:15:00+00:00,2015-01-08 02:30:00+00:00,47290
2015-01-08 02:30:00+00:00,2015-01-08 02:45:00+00:00,47172
2015-01-08 02:45:00+00:00,2015-01-08 03:00:00+00:00,47239
2015-01-08 03:00:00+00:00,2015-01-08 03:15:00+00:00,47759
2015-01-08 03:15:00+00:00,2015-01-08 03:30:00+00:00,48118
2015-01-08 03:30:00+00:00,2015-01-08 03:45:00+00:00,48489
2015-01-08 03:45:00+00:00,2015-01-08 04:00:00+00:00,48645
2015-01-08 04:00:00+00:00,2015-01-08 04:15:00+00:00,49835
2015-01-08 04:15:00+00:00,2015-01-08 04:30:00+00:00,50555
2015-01-08 04:30:00+00:00,2015-01-08 04:45:00+00:00,51602
2015-01-08 04:45:00+00:00,2015-01-08 05:00:00+00:00,52630
2015-01-08 05:00:00+00:00,2015-01-08 05:15:00+00:00,55450
2015-01-08 05:15:00+00:00,2015-01-08 05:30:00+00:00,57804
2015-01-08 05:30:00+00:00,2015-01-08 05:45:00+00:00,59846
2015-01-08 05:45:00+00:00,2015-01-08 06:00:00+00:00,61320
2015-01-08 06:00:00+00:00,2015-01-08 06:15:00+00:00,63646
2015-01-08 06:15:00+00:00,2015-01-08 06:30:00+00:00,64985
2015-01-08 06:30:00+00:00,2015-01-08 06:45:00+00:00,66098
2015-01-08 06:45:00+00:00,2015-01-08 07:00:00+00:00,67059
2015-01-08 07:00:00+00:00,2015-01-08 07:15:00+00:00,68186
2015-01-08 07:15:00+00:00,2015-01-08 07:30:00+00:00,68718
2015-01-08 07:30:00+00:00,2015-01-08 07:45:00+00:00,68753
2015-01-08 07:45:00+00:00,2015-01-08 08:00:00+00:00,68620
2015-01-08 08:00:00+00:00,2015-01-08 08:15:00+00:00,68432
2015-01-08 08:15:00+00:00,2015-01-08 08:30:00+00:00,68404
2015-01-08 08:30:00+00:00,2015-01-08 08:45:00+00:00,68722
2015-01-08 08:45:00+00:00,2015-01-08 09:00:00+00:00,68837
2015-01-08 09:00:00+00:00,2015-01-08 09:15:00+00:00,68982
2015-01-08 09:15:00+00:00,2015-01-08 09:30:00+00:00,69318
2015-01-08 09:30:00+00:00,2015-01-08 09:45:00+00:00,69635
2015-01-08 09:45:00+00:00,2015-01-08 10:00:00+00:00,70001
2015-01-08 10:00:00+00:00,2015-01-08 10:15:00+00:00,70561
2015-01-08 10:15:00+00:00,2015-01-08 10:30:00+00:00,70680
2015-01-08 10:30:00+00:00,2015-01-08 10:45:00+00:00,70903
2015-01-08 10:45:00+00:00,2015-01-08 11:00:00+00:00,70395
2015-01-08 11:00:00+00:00,2015-01-08 11:15:00+00:00,69968
2015-01-08 11:15:00+00:00,2015-01-08 11:30:00+00:00,70009
2015-01-08 11:30:00+00:00,2015-01-08 11:45:00+00:00,70029
2015-01-08 11:45:00+00:00,2015-01-08 12:00:00+00:00,69842
2015-01-08 12:00:00+00:00,2015-01-08 12:15:00+00:00,69821
2015-01-08 12:15:00+00:00,2015-01-08 12:30:00+00:00,69344
2015-01-08 12:30:00+00:00,2015-01-08 12:45:00+00:00,68781
2015-01-08 12:45:00+00:00,2015-01-08 13:00:00+00:00,68300
2015-01-08 13:00:00+00:00,2015-01-08 13:15:00+00:00,67902
2015-01-08 13:15:00+00:00,2015-01-08 13:30:00+00:00,67887
2015-01-08 13:30:00+00:00,2015-01-08 13:45:00+00:00,67847
2015-01-08 13:45:00+00:00,2015-01-08 14:00:00+00:00,67703
2015-01-08 14:00:00+00:00,2015-01-08 14:15:00+00:00,68141
2015-01-08 14:15:00+00:00,2015-01-08 14:30:00+00:00,67638
2015-01-08 14:30:00+00:00,2015-01-08 14:45:00+00:00,67634
2015-01-08 14:45:00+00:00,2015-01-08 15:00:00+00:00,67649
2015-01-08 15:00:00+00:00,2015-01-08 15:15:00+00:00,67715
2015-01-08 15:15:00+00:00,2015-01-08 15:30:00+00:00,67857
2015-01-08 15:30:00+00:00,2015-01-08 15:45:00+00:00,68329
2015-01-08 15:45:00+00:00,2015-01-08 16:00:00+00:00,68829
2015-01-08 16:00:00+00:00,2015-01-08 16:15:00+00:00,69505
2015-01-08 16:15:00+00:00,2015-01-08 16:30:00+00:00,70191
2015-01-08 16:30:00+00:00,2015-01-08 16:45:00+00:00,70498
2015-01-08 16:45:00+00:00,2015-01-08 17:00:00+00:00,70363
2015-01-08 17:00:00+00:00,2015-01-08 17:15:00+00:00,69609
2015-01-08 17:15:00+00:00,2015-01-08 17:30:00+00:00,69405
2015-01-08 17:30:00+00:00,2015-01-08 17:45:00+00:00,69036
2015-01-08 17:45:00+00:00,2015-01-08 18:00:00+00:00,68934
2015-01-08 18:00:00+00:00,2015-01-08 18:15:00+00:00,68768
2015-01-08 18:15:00+00:00,2015-01-08 18:30:00+00:00,67979
2015-01-08 18:30:00+00:00,2015-01-08 18:45:00+00:00,67283
2015-01-08 18:45:00+00:00,2015-01-08 19:00:00+00:00,66034
2015-01-08 19:00:00+00:00,2015-01-08 19:15:00+00:00,64357
2015-01-08 19:15:00+00:00,2015-01-08 19:30:00+00:00,63450
2015-01-08 19:30:00+00:00,2015-01-08 19:45:00+00:00,62578
2015-01-08 19:45:00+00:00,2015-01-08 20:00:00+00:00,61581
2015-01-08 20:00:00+00:00,2015-01-08 20:15:00+00:00,60410
2015-01-08 20:15:00+00:00,2015-01-08 20:30:00+00:00,60133
2015-01-08 20:30:00+00:00,2015-01-08 20:45:00+00:00,59397
2015-01-08 20:45:00+00:00,2015-01-08 21:00:00+00:00,58154
